trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788043030.999999872, sequence: 10298 - clear  0.000000000, sequence: 0
source 0 - assert 1788043031.999999979, sequence: 10299 - clear  0.000000000, sequence: 0
source 0 - assert 1788043032.999999883, sequence: 10300 - clear  0.000000000, sequence: 0
source 0 - assert 1788043033.999999955, sequence: 10301 - clear  0.000000000, sequence: 0
source 0 - assert 1788043034.999999696, sequence: 10302 - clear  0.000000000, sequence: 0
source 0 - assert 1788043036.000000493, sequence: 10303 - clear  0.000000000, sequence: 0
source 0 - assert 1788043036.999999716, sequence: 10304 - clear  0.000000000, sequence: 0
source 0 - assert 1788043037.999999866, sequence: 10305 - clear  0.000000000, sequence: 0
source 0 - assert 1788043038.999999576, sequence: 10306 - clear  0.000000000, sequence: 0
source 0 - assert 1788043040.000000045, sequence: 10307 - clear  0.000000000, sequence: 0
source 0 - assert 1788043040.999999848, sequence: 10308 - clear  0.000000000, sequence: 0
source 0 - assert 1788043041.999999855, sequence: 10309 - clear  0.000000000, sequence: 0
source 0 - assert 1788043043.000000047, sequence: 10310 - clear  0.000000000, sequence: 0
source 0 - assert 1788043043.999999887, sequence: 10311 - clear  0.000000000, sequence: 0
source 0 - assert 1788043044.999999783, sequence: 10312 - clear  0.000000000, sequence: 0
source 0 - assert 1788043045.999999715, sequence: 10313 - clear  0.000000000, sequence: 0
source 0 - assert 1788043047.000000129, sequence: 10314 - clear  0.000000000, sequence: 0
source 0 - assert 1788043047.999999691, sequence: 10315 - clear  0.000000000, sequence: 0
source 0 - assert 1788043048.999999715, sequence: 10316 - clear  0.000000000, sequence: 0
source 0 - assert 1788043049.999999822, sequence: 10317 - clear  0.000000000, sequence: 0
source 0 - assert 1788043050.999999990, sequence: 10318 - clear  0.000000000, sequence: 0
source 0 - assert 1788043052.000000066, sequence: 10319 - clear  0.000000000, sequence: 0
source 0 - assert 1788043053.000000198, sequence: 10320 - clear  0.000000000, sequence: 0
source 0 - assert 1788043054.000000962, sequence: 10321 - clear  0.000000000, sequence: 0
source 0 - assert 1788043055.000001622, sequence: 10322 - clear  0.000000000, sequence: 0
source 0 - assert 1788043056.000000299, sequence: 10323 - clear  0.000000000, sequence: 0
source 0 - assert 1788043057.000000181, sequence: 10324 - clear  0.000000000, sequence: 0
source 0 - assert 1788043058.000000582, sequence: 10325 - clear  0.000000000, sequence: 0
source 0 - assert 1788043059.000000226, sequence: 10326 - clear  0.000000000, sequence: 0
source 0 - assert 1788043060.000000296, sequence: 10327 - clear  0.000000000, sequence: 0
source 0 - assert 1788043061.000000810, sequence: 10328 - clear  0.000000000, sequence: 0
source 0 - assert 1788043062.000000246, sequence: 10329 - clear  0.000000000, sequence: 0
source 0 - assert 1788043063.000000198, sequence: 10330 - clear  0.000000000, sequence: 0
source 0 - assert 1788043064.000000057, sequence: 10331 - clear  0.000000000, sequence: 0
source 0 - assert 1788043065.000000384, sequence: 10332 - clear  0.000000000, sequence: 0
source 0 - assert 1788043065.999999916, sequence: 10333 - clear  0.000000000, sequence: 0
source 0 - assert 1788043067.000000222, sequence: 10334 - clear  0.000000000, sequence: 0
source 0 - assert 1788043068.000000305, sequence: 10335 - clear  0.000000000, sequence: 0
source 0 - assert 1788043068.999999963, sequence: 10336 - clear  0.000000000, sequence: 0
source 0 - assert 1788043070.000000001, sequence: 10337 - clear  0.000000000, sequence: 0
source 0 - assert 1788043070.999999714, sequence: 10338 - clear  0.000000000, sequence: 0
source 0 - assert 1788043072.000000185, sequence: 10339 - clear  0.000000000, sequence: 0
source 0 - assert 1788043072.999999990, sequence: 10340 - clear  0.000000000, sequence: 0
source 0 - assert 1788043073.999999962, sequence: 10341 - clear  0.000000000, sequence: 0
source 0 - assert 1788043075.000000658, sequence: 10342 - clear  0.000000000, sequence: 0
source 0 - assert 1788043075.999999817, sequence: 10343 - clear  0.000000000, sequence: 0
source 0 - assert 1788043077.000000069, sequence: 10344 - clear  0.000000000, sequence: 0
source 0 - assert 1788043077.999999821, sequence: 10345 - clear  0.000000000, sequence: 0
source 0 - assert 1788043079.000000054, sequence: 10346 - clear  0.000000000, sequence: 0
source 0 - assert 1788043079.999999806, sequence: 10347 - clear  0.000000000, sequence: 0
source 0 - assert 1788043080.999999890, sequence: 10348 - clear  0.000000000, sequence: 0
source 0 - assert 1788043082.000001922, sequence: 10349 - clear  0.000000000, sequence: 0
source 0 - assert 1788043083.000000904, sequence: 10350 - clear  0.000000000, sequence: 0
source 0 - assert 1788043083.999999590, sequence: 10351 - clear  0.000000000, sequence: 0
source 0 - assert 1788043084.999999720, sequence: 10352 - clear  0.000000000, sequence: 0
source 0 - assert 1788043085.999999868, sequence: 10353 - clear  0.000000000, sequence: 0
source 0 - assert 1788043086.999999660, sequence: 10354 - clear  0.000000000, sequence: 0
source 0 - assert 1788043087.999999601, sequence: 10355 - clear  0.000000000, sequence: 0
source 0 - assert 1788043088.999999967, sequence: 10356 - clear  0.000000000, sequence: 0
source 0 - assert 1788043089.999999470, sequence: 10357 - clear  0.000000000, sequence: 0
source 0 - assert 1788043090.999999475, sequence: 10358 - clear  0.000000000, sequence: 0
source 0 - assert 1788043091.999999500, sequence: 10359 - clear  0.000000000, sequence: 0
source 0 - assert 1788043092.999999765, sequence: 10360 - clear  0.000000000, sequence: 0
source 0 - assert 1788043093.999999885, sequence: 10361 - clear  0.000000000, sequence: 0
source 0 - assert 1788043095.000000034, sequence: 10362 - clear  0.000000000, sequence: 0
source 0 - assert 1788043096.000000368, sequence: 10363 - clear  0.000000000, sequence: 0
source 0 - assert 1788043097.000000887, sequence: 10364 - clear  0.000000000, sequence: 0
source 0 - assert 1788043098.000000404, sequence: 10365 - clear  0.000000000, sequence: 0
source 0 - assert 1788043099.000000356, sequence: 10366 - clear  0.000000000, sequence: 0
source 0 - assert 1788043100.000000715, sequence: 10367 - clear  0.000000000, sequence: 0
source 0 - assert 1788043101.000000223, sequence: 10368 - clear  0.000000000, sequence: 0
source 0 - assert 1788043102.000000318, sequence: 10369 - clear  0.000000000, sequence: 0
source 0 - assert 1788043103.000000989, sequence: 10370 - clear  0.000000000, sequence: 0
source 0 - assert 1788043104.000000401, sequence: 10371 - clear  0.000000000, sequence: 0
source 0 - assert 1788043105.000000054, sequence: 10372 - clear  0.000000000, sequence: 0
source 0 - assert 1788043106.000000030, sequence: 10373 - clear  0.000000000, sequence: 0
source 0 - assert 1788043107.000000678, sequence: 10374 - clear  0.000000000, sequence: 0
source 0 - assert 1788043108.000000122, sequence: 10375 - clear  0.000000000, sequence: 0
source 0 - assert 1788043109.000000140, sequence: 10376 - clear  0.000000000, sequence: 0
source 0 - assert 1788043110.000000291, sequence: 10377 - clear  0.000000000, sequence: 0
source 0 - assert 1788043111.000000490, sequence: 10378 - clear  0.000000000, sequence: 0
source 0 - assert 1788043111.999999985, sequence: 10379 - clear  0.000000000, sequence: 0
source 0 - assert 1788043113.000000184, sequence: 10380 - clear  0.000000000, sequence: 0
source 0 - assert 1788043114.000000583, sequence: 10381 - clear  0.000000000, sequence: 0
source 0 - assert 1788043115.000000100, sequence: 10382 - clear  0.000000000, sequence: 0
source 0 - assert 1788043116.000000061, sequence: 10383 - clear  0.000000000, sequence: 0
source 0 - assert 1788043116.999999836, sequence: 10384 - clear  0.000000000, sequence: 0
source 0 - assert 1788043118.000000208, sequence: 10385 - clear  0.000000000, sequence: 0
source 0 - assert 1788043118.999999738, sequence: 10386 - clear  0.000000000, sequence: 0
source 0 - assert 1788043119.999999861, sequence: 10387 - clear  0.000000000, sequence: 0
source 0 - assert 1788043121.000000021, sequence: 10388 - clear  0.000000000, sequence: 0
source 0 - assert 1788043121.999999827, sequence: 10389 - clear  0.000000000, sequence: 0
source 0 - assert 1788043122.999999678, sequence: 10390 - clear  0.000000000, sequence: 0
source 0 - assert 1788043123.999999696, sequence: 10391 - clear  0.000000000, sequence: 0
source 0 - assert 1788043124.999999954, sequence: 10392 - clear  0.000000000, sequence: 0
source 0 - assert 1788043125.999999806, sequence: 10393 - clear  0.000000000, sequence: 0
source 0 - assert 1788043126.999999862, sequence: 10394 - clear  0.000000000, sequence: 0
source 0 - assert 1788043128.000000010, sequence: 10395 - clear  0.000000000, sequence: 0
source 0 - assert 1788043128.999999870, sequence: 10396 - clear  0.000000000, sequence: 0
source 0 - assert 1788043129.999999928, sequence: 10397 - clear  0.000000000, sequence: 0
source 0 - assert 1788043130.999999935, sequence: 10398 - clear  0.000000000, sequence: 0
source 0 - assert 1788043131.999999886, sequence: 10399 - clear  0.000000000, sequence: 0
source 0 - assert 1788043132.999999912, sequence: 10400 - clear  0.000000000, sequence: 0
source 0 - assert 1788043133.999999682, sequence: 10401 - clear  0.000000000, sequence: 0
source 0 - assert 1788043134.999999804, sequence: 10402 - clear  0.000000000, sequence: 0
source 0 - assert 1788043135.999999870, sequence: 10403 - clear  0.000000000, sequence: 0
source 0 - assert 1788043136.999999732, sequence: 10404 - clear  0.000000000, sequence: 0
source 0 - assert 1788043138.000000072, sequence: 10405 - clear  0.000000000, sequence: 0
source 0 - assert 1788043139.000001050, sequence: 10406 - clear  0.000000000, sequence: 0
source 0 - assert 1788043140.000001509, sequence: 10407 - clear  0.000000000, sequence: 0
source 0 - assert 1788043141.000000468, sequence: 10408 - clear  0.000000000, sequence: 0
source 0 - assert 1788043142.000000313, sequence: 10409 - clear  0.000000000, sequence: 0
source 0 - assert 1788043143.000000954, sequence: 10410 - clear  0.000000000, sequence: 0
source 0 - assert 1788043144.000000224, sequence: 10411 - clear  0.000000000, sequence: 0
source 0 - assert 1788043145.000001198, sequence: 10412 - clear  0.000000000, sequence: 0
source 0 - assert 1788043146.000000949, sequence: 10413 - clear  0.000000000, sequence: 0
source 0 - assert 1788043147.000000179, sequence: 10414 - clear  0.000000000, sequence: 0
source 0 - assert 1788043148.000000372, sequence: 10415 - clear  0.000000000, sequence: 0
source 0 - assert 1788043149.000000398, sequence: 10416 - clear  0.000000000, sequence: 0
source 0 - assert 1788043150.000000741, sequence: 10417 - clear  0.000000000, sequence: 0
source 0 - assert 1788043151.000000223, sequence: 10418 - clear  0.000000000, sequence: 0
source 0 - assert 1788043152.000000002, sequence: 10419 - clear  0.000000000, sequence: 0
source 0 - assert 1788043153.000000403, sequence: 10420 - clear  0.000000000, sequence: 0
source 0 - assert 1788043154.000000218, sequence: 10421 - clear  0.000000000, sequence: 0
source 0 - assert 1788043155.000000009, sequence: 10422 - clear  0.000000000, sequence: 0
source 0 - assert 1788043156.000000059, sequence: 10423 - clear  0.000000000, sequence: 0
source 0 - assert 1788043157.000000331, sequence: 10424 - clear  0.000000000, sequence: 0
source 0 - assert 1788043158.000000028, sequence: 10425 - clear  0.000000000, sequence: 0
source 0 - assert 1788043159.000000333, sequence: 10426 - clear  0.000000000, sequence: 0
source 0 - assert 1788043160.000000452, sequence: 10427 - clear  0.000000000, sequence: 0
source 0 - assert 1788043160.999999905, sequence: 10428 - clear  0.000000000, sequence: 0
source 0 - assert 1788043161.999999881, sequence: 10429 - clear  0.000000000, sequence: 0
source 0 - assert 1788043162.999999725, sequence: 10430 - clear  0.000000000, sequence: 0
source 0 - assert 1788043164.000000031, sequence: 10431 - clear  0.000000000, sequence: 0
source 0 - assert 1788043164.999999893, sequence: 10432 - clear  0.000000000, sequence: 0
source 0 - assert 1788043165.999999757, sequence: 10433 - clear  0.000000000, sequence: 0
source 0 - assert 1788043167.000000089, sequence: 10434 - clear  0.000000000, sequence: 0
source 0 - assert 1788043167.999999865, sequence: 10435 - clear  0.000000000, sequence: 0
source 0 - assert 1788043168.999999808, sequence: 10436 - clear  0.000000000, sequence: 0
source 0 - assert 1788043169.999999899, sequence: 10437 - clear  0.000000000, sequence: 0
source 0 - assert 1788043171.000000345, sequence: 10438 - clear  0.000000000, sequence: 0
source 0 - assert 1788043171.999999927, sequence: 10439 - clear  0.000000000, sequence: 0
source 0 - assert 1788043173.000000170, sequence: 10440 - clear  0.000000000, sequence: 0
source 0 - assert 1788043173.999999913, sequence: 10441 - clear  0.000000000, sequence: 0
source 0 - assert 1788043175.000000026, sequence: 10442 - clear  0.000000000, sequence: 0
source 0 - assert 1788043175.999999862, sequence: 10443 - clear  0.000000000, sequence: 0
source 0 - assert 1788043176.999999919, sequence: 10444 - clear  0.000000000, sequence: 0
source 0 - assert 1788043178.000000220, sequence: 10445 - clear  0.000000000, sequence: 0
source 0 - assert 1788043178.999999695, sequence: 10446 - clear  0.000000000, sequence: 0
source 0 - assert 1788043179.999999744, sequence: 10447 - clear  0.000000000, sequence: 0
source 0 - assert 1788043181.000000201, sequence: 10448 - clear  0.000000000, sequence: 0
source 0 - assert 1788043182.000000472, sequence: 10449 - clear  0.000000000, sequence: 0
source 0 - assert 1788043183.000000075, sequence: 10450 - clear  0.000000000, sequence: 0
source 0 - assert 1788043184.000000048, sequence: 10451 - clear  0.000000000, sequence: 0
source 0 - assert 1788043185.000000595, sequence: 10452 - clear  0.000000000, sequence: 0
source 0 - assert 1788043186.000000285, sequence: 10453 - clear  0.000000000, sequence: 0
source 0 - assert 1788043187.000000305, sequence: 10454 - clear  0.000000000, sequence: 0
source 0 - assert 1788043188.000000046, sequence: 10455 - clear  0.000000000, sequence: 0
source 0 - assert 1788043189.000000881, sequence: 10456 - clear  0.000000000, sequence: 0
source 0 - assert 1788043189.999999924, sequence: 10457 - clear  0.000000000, sequence: 0
source 0 - assert 1788043190.999999911, sequence: 10458 - clear  0.000000000, sequence: 0
source 0 - assert 1788043192.000000361, sequence: 10459 - clear  0.000000000, sequence: 0
