trying PPS source "/dev/pps0"
found PPS source "/dev/pps0"
ok, found 1 source(s), now start fetching data...
source 0 - assert 1788047100.999999997, sequence: 3616 - clear  0.000000000, sequence: 0
source 0 - assert 1788047101.999999999, sequence: 3617 - clear  0.000000000, sequence: 0
source 0 - assert 1788047103.000000019, sequence: 3618 - clear  0.000000000, sequence: 0
source 0 - assert 1788047103.999999983, sequence: 3619 - clear  0.000000000, sequence: 0
source 0 - assert 1788047104.999999984, sequence: 3620 - clear  0.000000000, sequence: 0
source 0 - assert 1788047105.999999985, sequence: 3621 - clear  0.000000000, sequence: 0
source 0 - assert 1788047106.999999987, sequence: 3622 - clear  0.000000000, sequence: 0
source 0 - assert 1788047108.000000007, sequence: 3623 - clear  0.000000000, sequence: 0
source 0 - assert 1788047108.999999989, sequence: 3624 - clear  0.000000000, sequence: 0
source 0 - assert 1788047109.999999991, sequence: 3625 - clear  0.000000000, sequence: 0
source 0 - assert 1788047110.999999992, sequence: 3626 - clear  0.000000000, sequence: 0
